code,name
"1","Metales Preciosos"
"2","Piedras preciosas"
"3","Joyas y/o relojes"
"4","Obras de arte"
"5","Vales o cupones"
"6","Boletos, fichas o cualquier otro tipo de comprobante similar para la práctica de juegos, concirsos o sorteos"
"8","Titulos de crédito"
"99","Otros"
