code,name
"3","Cesión de derechos del fideicomitente a título oneroso"
"4","Cesión de derechos del fideicomitente a título gratuito"
"5","Cesión de derechos del fideicomisario a título oneroso"
"6","Cesión de derechos del fideicomisario a título gratuito"
