code,name
"1","Inmueble"
"2","Vehículo terrestre"
"3","Vehículo aéreo"
"4","Vehículo marítimo"
"5","Priedras Preciosas"
"6","Metales Preciosos"
"7","Joyas o relojes"
"8","Obras de arte o antigüedades"
"99","Otro (Especificar)"
