code,name
"INFONAVIT","Instituto del Fondo Nacional de la Vivienda para los Trabajadores"
"FOVISSSTE","Fondo de la Vivienda del ISSSTE"
"SHF","Sociedad Hipotecaria Federal"
"BANCA_DESARROLLO","Instituciones de Banca de Desarrollo"
"OTHER","Otro organismo público de vivienda"
