code,name
"1","Efectivo"
"2","Tarjeta de Crédito"
"3","Tarjeta de Debito"
"4","Tarjeta de Prepago"
"5","Cheque Nominativo"
"6","Cheque de Caja"
"7","Cheques de Viajero"
"8","Transferencia Interbancaria"
"9","Transferencia Misma Institución"
"10","Transferencia Internacional"
"11","Orden de Pago"
"12","Giro"
"13","Oro o Platino Amonedados"
"14","Plata Amonedada"
"15","Metales Preciosos"
"16","Activos Virtuales"
"99","Otros"
